-5.20E+00,4.16E+00,
-3.479874809,6.030188812,
-5.617291018,3.950889637,
-6.430168556,5.142958483,
-5.684967768,4.371564516,
-3.850730447,4.245587949,
-4.057231465,6.03618403,
-4.875411572,3.099763384,
-3.975363289,5.53274627,
-3.142198774,4.278930991,
-6.906120535,4.633111678,
-4.79323163,5.991463773,
-4.732121577,6.698524156,
-3.872024813,4.006685416,
-6.15445188,5.937048287,
-4.578068304,4.753520077,
-6.475780198,6.165004533,
-3.286692233,4.618860698,
-6.525681546,4.733694664,
-4.759013414,3.022753107,
-3.661771196,5.939467262,
-5.444082926,5.500848317,
-3.763211425,3.9234622,
-5.40710852,6.514916152,
-4.213173387,5.774901637,
-3.580938663,4.423150942,
-4.524347064,3.240746962,
-5.704446485,5.909033902,
-4.923135077,3.993668527,
-5.350207953,3.207493677,
-4.286756606,5.625020457,
-5.318981772,4.0976997,
-4.573491151,5.41467982,
-3.576684892,5.530159421,
-5.299378017,3.620499623,
-5.496399009,4.030386544,
-4.27962709,3.972038253,
-5.412182634,5.313431183,
-5.869218544,4.78337365,
-4.543060152,6.05149563,
-5.792520835,5.742525419,
-4.503956688,5.141015821,
-5.981328774,3.571030559,
-3.644848552,6.29248714,
-3.981942911,6.21524261,
-3.659733815,5.641325362,
-6.727095662,4.733292514,
-6.683017382,5.27365522,
-4.932915179,3.695299072,
-3.472277547,3.783956806,
-6.806736027,4.582579201,
-4.570293049,3.981574038,
-5.971726954,4.094531841,
-4.965993011,3.626749869,
-3.385006626,5.546496801,
-5.435659265,4.339667071,
-5.325719174,5.669891032,
-5.57110701,3.215300349,
-5.295175336,6.270254092,
-4.711928929,6.139683986,
-5.237058459,6.929176847,
-6.806202895,4.281360511,
-3.506476488,3.972684034,
-5.77030175,3.693924051,
-3.906431498,5.44710604,
-6.523656441,4.777062247,
-4.487087689,3.93033305,
-5.032748889,6.272873288,
-6.50267544,4.254459288,
-3.902264892,5.310922274,
-5.001888779,6.890053629,
-3.668595992,5.272345284,
-5.926568717,5.569236561,
-5.925505386,6.275904781,
-6.361643174,3.615040981,
-3.137725403,4.54891303,
-5.994234891,4.19176644,
-4.280449613,5.885598009,
-3.505477773,5.294110612,
-6.472809669,3.993921934,
-5.804958203,6.308636065,
-4.395145589,6.06463726,
-4.861613485,3.105705601,
-6.400461146,5.944478565,
-6.193859565,3.948090983,
-4.110963844,6.425627804,
-5.362618929,5.915136264,
-3.51195462,6.204517944,
-5.622137121,5.730277448,
-5.995722028,3.840989492,
-5.169700033,6.65956847,
-4.699611564,5.21175409,
-4.728124528,3.71832283,
-3.063318007,5.454073199,
-4.702418775,3.52022561,
-3.247775535,4.429459512,
-4.516897201,3.274846156,
-3.308200493,5.306080793,
-3.97178183,3.891948679,
-4.611760272,4.314841428,
-6.278880926,5.043997104,
-5.604849027,5.057926276,
-4.314666266,6.855546862,
-4.017862637,3.634220999,
-5.848032834,5.358046956,
-5.368329224,5.536119143,
-4.195787721,6.204521995,
-3.429611718,4.123418928,
-3.330160278,5.280699885,
-5.363483262,4.097103499,
-5.09583845,3.857623341,
-3.771613697,6.347351284,
-5.73049602,5.597950386,
-3.871475455,5.769682066,
-6.831492541,4.315375149,
-5.106189464,6.614804874,
-4.859851367,3.32010938,
-4.679513044,5.369805119,
-6.442398404,6.22053558,
-5.83807778,4.656419259,
-5.406619437,6.148328202,
-6.702203566,5.299168895,
-6.538683451,5.546994655,
-5.754832119,3.918776408,
-4.574606739,4.46989646,
-6.465713438,5.050121833,
-4.22360269,3.838201073,
-6.259358869,3.800543817,
-3.254111804,4.477701782,
-6.760267334,4.539340913,
-6.009472391,5.195228807,
-4.633827217,6.79854874,
-5.142795583,4.373606351,
-5.297910323,5.028467328,
-4.420828724,6.300809768,
-4.165156907,6.020221732,
-5.70504456,3.868942273,
-4.995109375,4.374242639,
-6.711847036,4.678043677,
-4.418617965,3.891008581,
-3.698418743,5.223942933,
-3.589749094,5.36657788,
-6.263324779,4.311054366,
-5.802219612,3.748715496,
-4.395757196,3.841180972,
-6.699174207,5.233696679,
-4.519009654,5.881164557,
-5.583036421,4.157026393,
-3.915249947,4.513961965,
-3.409697403,4.936137695,
-5.325883025,5.812187983,
-4.080744194,5.370015162,
-4.587204692,5.445384335,
-6.122185551,3.460004911,
-5.975378391,6.658588503,
-4.244240654,3.82223645,
-5.1807463,4.246612921,
-3.590141772,3.888064675,
-4.267088844,3.558510749,
-4.726006104,5.392092316,
-5.458783725,5.299236098,
-4.043161732,5.503884413,
-6.272317359,6.046332382,
-3.704653032,3.752263008,
-5.253214675,3.017714644,
-6.07632048,6.354731123,
-3.118849072,4.707264376,
-5.895308334,3.65688762,
-5.475804929,4.54229101,
-3.629571342,5.545881224,
-3.339322768,4.966363169,
-4.381907133,3.488549981,
-3.823456891,5.078583125,
-6.056120002,3.541395663,
-6.496410285,4.360124751,
-6.010495682,6.180125909,
-5.187562022,3.70345112,
-5.881557225,4.133902873,
-4.364529519,6.180308117,
-4.871564743,6.709536548,
6.360549913,3.93348394,
3.218731548,5.106252672,
6.895194462,5.311799638,
6.601868296,4.428604132,
5.675092273,4.672524628,
5.964326299,5.828295241,
4.743317924,4.049848662,
3.822605003,5.615912685,
4.696269381,6.253958885,
3.25373544,4.143696606,
6.809801384,5.609017127,
4.168222362,3.700114639,
3.276129397,5.097584118,
4.626938095,3.403687645,
4.212928715,5.303628665,
5.750150197,5.802144431,
4.903993859,5.305586369,
6.421416192,3.642770389,
3.784173624,4.800864888,
4.742384338,4.779427399,
3.747028538,4.097241161,
6.298265784,5.06455529,
5.912134892,5.228794981,
6.016900852,4.649267966,
5.697270414,6.34372725,
6.314396915,6.259984119,
5.412643552,6.738382928,
6.100022287,5.4907585,
6.72651886,5.998982273,
6.551231975,6.244094506,
6.285833762,4.926995843,
4.513203806,3.823416419,
3.513356467,4.741983791,
4.176713886,4.049418441,
4.402067925,6.181723546,
6.743816773,4.921057941,
3.785975554,5.636670605,
3.71157207,4.474544907,
4.838636161,6.183449251,
5.359864379,5.718950023,
5.330473247,5.953852531,
3.218218585,4.144895851,
5.715951585,3.749199126,
5.85157508,4.863688184,
3.917406169,3.797641948,
5.584398818,6.66407493,
6.346545103,3.790541591,
5.363590172,4.187882981,
4.246161385,3.862804621,
4.531384641,6.851761206,
6.309419855,3.550674677,
3.309252084,4.442309452,
4.04600092,4.126042027,
4.646268665,3.442898861,
3.928587142,6.521939452,
5.56562368,5.949705548,
3.76297394,5.011695577,
4.106404595,5.753447992,
4.462223216,6.586625828,
4.712380247,4.100150121,
5.00654195,5.567478777,
5.36846389,4.512931966,
5.77681139,4.868273079,
6.700962745,4.394267461,
6.109156095,4.655269771,
4.481046685,3.850266677,
