-5.13E-02,-6.59E-01
-0.88110213,-0.253028107
0.843221994,-0.532823149
0.610749899,-0.322025651
-0.665491417,0.240447621
-0.171444007,0.399186238
0.687660742,-0.473638402
0.343775986,0.497494065
0.806933566,0.492278086
-0.865106897,-0.01126298
0.996640595,-0.028019402
-0.557847815,0.002919627
0.617566466,-0.289344833
-0.697209206,-0.673397148
-0.219759133,0.8072342
0.230563721,0.305824685
-0.8700377,0.444399318
-0.38175457,-0.730721328
-0.626614015,-0.124366377
0.189264037,-0.872576496
0.622036357,0.316908598
-0.906517613,-0.231748379
0.958905424,-0.055213198
0.905036425,-0.220402889
0.239942444,-0.614299187
-0.285853959,-0.124821486
-0.59174918,0.761595238
-0.736973609,-0.042913555
-0.863619102,-0.485545576
0.323561095,-0.336416687
-0.359162322,0.251789576
0.676418408,0.097083748
-0.805240958,-0.349790461
0.031304562,-0.985257216
-0.944931924,0.093877119
-0.575519065,-0.078154693
0.516338971,-0.535867616
0.146952548,0.334644283
0.01014398,0.226312934
0.714257421,0.157148055
-0.339311893,-0.567583289
0.061152831,0.94346754
0.340731274,-0.176889842
0.234960403,-0.939750349
0.464632044,0.623452978
0.360971757,-0.505515535
0.411302567,0.608455263
-0.183756465,0.191758505
-0.529714028,0.404544164
0.566505997,0.422106175
-0.840901814,-0.049466339
-0.362835461,0.862350868
-0.643628878,-0.742051544
0.419877886,-0.561950837
-0.910165626,-0.087661573
-0.714342983,-0.2549177
0.382019281,0.690571568
0.313739142,-0.913615923
0.295922911,0.820004547
0.215063359,-0.350945609
0.224176823,0.439960803
0.563362054,0.521248688
0.738556021,0.216983505
0.372640941,0.05419858
0.005817177,-0.844812578
0.332924933,0.282803391
0.052664839,-0.577945113
0.563231052,-0.466949738
-0.033265459,-0.407401155
-0.632886458,-0.686521988
0.047606404,0.456089048
0.048442446,0.027305025
-0.441779695,0.740833778
-0.382306343,-0.120339303
-0.599460993,-0.642913947
-0.01662055,0.446632319
-0.672449257,0.316261153
0.502514003,0.425978428
0.630042765,-0.726371506
-0.158334353,-0.198799769
-0.051201287,0.522833111
-0.849606426,-0.469606075
-0.442022479,0.691050005
0.280052628,0.014427361
0.392300692,-0.784898512
0.09605302,0.403908147
0.429818705,0.900002681
0.569266125,0.207436054
0.761672892,-0.387242586
0.254178596,0.452680468
0.202075802,0.455337689
0.299810025,0.727888088
0.559904179,0.587915197
-0.608122683,-0.262269739
0.746483773,0.144386542
0.100134326,-0.703078418
0.2110146,-0.961034701
0.398804994,-0.462634016
-0.388278085,-0.416189298
-0.176147905,-0.135313934
-0.174024498,-0.608221067
0.036433152,-0.416180619
-0.416288867,0.124822468
0.071393625,-0.407455108
0.685621316,-0.642680852
-0.473333572,0.210776675
0.600126634,0.759093722
-0.022177029,0.193740201
0.420285778,-0.503750819
-0.628474127,0.400439765
0.3084248,-0.14482023
-0.69823806,0.339410644
-0.199356037,0.158175895
-0.819399692,-0.542695722
0.575945872,0.071043031
0.54391143,0.760029057
0.530142344,0.074955351
-0.137992946,0.914164301
-0.698928147,-0.475600376
0.216767765,0.314526563
0.416975784,-0.260158657
-0.806350337,-0.527914331
0.736538937,-0.311378773
0.225963315,0.868712423
-0.398079075,-0.265580687
0.478236926,0.793299188
0.30271734,0.674103703
0.91987967,-0.170293795
0.292052268,-0.726430381
-0.299382444,-0.085026093
0.046921614,0.40872963
0.371955456,0.162559629
-0.281597552,-0.663763619
-0.517379435,0.768604447
-0.960495931,0.272185805
-0.061015659,0.357406131
0.901722495,0.332177511
0.354847483,-0.596004616
-0.900254225,0.338520972
0.584775938,0.447098904
0.042102789,-0.712867694
0.047648019,0.345082685
-0.280510035,-0.495746282
-0.741188922,-0.172394646
0.339605071,0.84983856
-0.00847262,-0.144743433
-0.099368884,0.114837395
0.093090915,0.957469108
-0.024755921,0.159024722
-0.084739338,0.204033042
0.435403932,-0.188633455
0.688066354,-0.710557217
-0.034822384,-0.766788722
0.750025218,0.092657971
0.430595726,-0.859554026
5.030029719,4.56216141
2.704438732,5.786062537
4.92505952,4.004223435
2.080933739,0.422158655
1.30373318,3.214747671
3.011679571,0.957196997
1.415920958,5.222785252
4.79322483,2.889401655
2.47310387,3.189914042
1.516640056,5.358141803
4.177551598,0.621203312
4.654987705,2.429414953
